image_name,json_name,shape_index,bbox_left,bbox_top,bbox_right,bbox_bottom,level,level_file,resource_type,resource_type_file,relation,relation_file
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,11,571,317,756,451,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s011.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184925_0005__s011.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s011.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,12,703,342,880,476,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s012.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184925_0005__s012.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s012.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,13,768,292,951,428,lv06,level\raw\lv06\sanzhan_plot_20260317_184925_0005__s013.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184925_0005__s013.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s013.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,14,840,249,1020,369,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s014.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184925_0005__s014.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s014.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,15,838,378,1014,501,lv06,level\raw\lv06\sanzhan_plot_20260317_184925_0005__s015.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184925_0005__s015.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s015.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,16,263,400,464,509,lv05,level\raw\lv05\sanzhan_plot_20260317_184925_0005__s016.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184925_0005__s016.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s016.png
sanzhan_plot_20260317_184925_0005.png,sanzhan_plot_20260317_184925_0005.json,17,663,3,820,92,lv04,level\raw\lv04\sanzhan_plot_20260317_184925_0005__s017.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184925_0005__s017.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184925_0005__s017.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,0,8,90,163,195,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s000.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184926_0006__s000.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s000.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,1,295,92,455,190,lv09,level\raw\lv09\sanzhan_plot_20260317_184926_0006__s001.png,copper,resource_type\raw\copper\sanzhan_plot_20260317_184926_0006__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s001.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,2,369,55,527,152,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s002.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s002.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s002.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,3,438,16,595,107,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s003.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s003.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s003.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,4,613,0,767,88,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s004.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s004.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s004.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,5,720,16,868,107,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s005.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s005.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s005.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,6,765,73,918,176,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s006.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s006.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s006.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,7,64,291,240,413,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s007.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s007.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s007.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,8,586,265,762,385,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s008.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s008.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s008.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,9,417,363,610,496,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s009.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s009.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s009.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,10,584,93,739,189,lv06,level\raw\lv06\sanzhan_plot_20260317_184926_0006__s010.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184926_0006__s010.png,self,relation\raw\self\sanzhan_plot_20260317_184926_0006__s010.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,11,264,261,450,383,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s011.png,food,resource_type\raw\food\sanzhan_plot_20260317_184926_0006__s011.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s011.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,12,206,395,397,508,lv06,level\raw\lv06\sanzhan_plot_20260317_184926_0006__s012.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184926_0006__s012.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s012.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,13,96,361,263,500,lv04,level\raw\lv04\sanzhan_plot_20260317_184926_0006__s013.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184926_0006__s013.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s013.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,14,710,290,894,411,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s014.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184926_0006__s014.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s014.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,15,907,266,1079,385,lv06,level\raw\lv06\sanzhan_plot_20260317_184926_0006__s015.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184926_0006__s015.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s015.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,16,544,393,742,509,lv10,level\raw\lv10\sanzhan_plot_20260317_184926_0006__s016.png,copper,resource_type\raw\copper\sanzhan_plot_20260317_184926_0006__s016.png,ally,relation\raw\ally\sanzhan_plot_20260317_184926_0006__s016.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,17,211,133,389,237,lv04,level\raw\lv04\sanzhan_plot_20260317_184926_0006__s017.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184926_0006__s017.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s017.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,18,0,266,119,374,lv05,level\raw\lv05\sanzhan_plot_20260317_184926_0006__s018.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184926_0006__s018.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184926_0006__s018.png
sanzhan_plot_20260317_184926_0006.png,sanzhan_plot_20260317_184926_0006.json,19,696,111,845,207,lv08,level\raw\lv08\sanzhan_plot_20260317_184926_0006__s019.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184926_0006__s019.png,self,relation\raw\self\sanzhan_plot_20260317_184926_0006__s019.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,0,522,0,674,84,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s000.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184929_0007__s000.png,ally,relation\raw\ally\sanzhan_plot_20260317_184929_0007__s000.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,1,449,34,606,123,lv08,level\raw\lv08\sanzhan_plot_20260317_184929_0007__s001.png,food,resource_type\raw\food\sanzhan_plot_20260317_184929_0007__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184929_0007__s001.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,2,122,124,280,228,lv10,level\raw\lv10\sanzhan_plot_20260317_184929_0007__s002.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184929_0007__s002.png,ally,relation\raw\ally\sanzhan_plot_20260317_184929_0007__s002.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,3,776,90,930,182,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s003.png,food,resource_type\raw\food\sanzhan_plot_20260317_184929_0007__s003.png,ally,relation\raw\ally\sanzhan_plot_20260317_184929_0007__s003.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,4,751,190,916,301,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s004.png,food,resource_type\raw\food\sanzhan_plot_20260317_184929_0007__s004.png,ally,relation\raw\ally\sanzhan_plot_20260317_184929_0007__s004.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,5,683,238,851,352,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s005.png,food,resource_type\raw\food\sanzhan_plot_20260317_184929_0007__s005.png,ally,relation\raw\ally\sanzhan_plot_20260317_184929_0007__s005.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,6,602,287,782,406,lv09,level\raw\lv09\sanzhan_plot_20260317_184929_0007__s006.png,copper,resource_type\raw\copper\sanzhan_plot_20260317_184929_0007__s006.png,ally,relation\raw\ally\sanzhan_plot_20260317_184929_0007__s006.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,7,923,288,1079,400,lv06,level\raw\lv06\sanzhan_plot_20260317_184929_0007__s007.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184929_0007__s007.png,self,relation\raw\self\sanzhan_plot_20260317_184929_0007__s007.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,8,555,214,729,325,lv04,level\raw\lv04\sanzhan_plot_20260317_184929_0007__s008.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184929_0007__s008.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s008.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,9,518,148,684,258,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s009.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184929_0007__s009.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s009.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,10,303,106,468,209,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s010.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184929_0007__s010.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s010.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,11,231,149,385,253,lv04,level\raw\lv04\sanzhan_plot_20260317_184929_0007__s011.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184929_0007__s011.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s011.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,12,0,214,108,324,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s012.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184929_0007__s012.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s012.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,13,60,239,223,350,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s013.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184929_0007__s013.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s013.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,14,277,285,457,403,lv05,level\raw\lv05\sanzhan_plot_20260317_184929_0007__s014.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184929_0007__s014.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s014.png
sanzhan_plot_20260317_184929_0007.png,sanzhan_plot_20260317_184929_0007.json,15,512,334,704,461,lv04,level\raw\lv04\sanzhan_plot_20260317_184929_0007__s015.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184929_0007__s015.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184929_0007__s015.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,0,15,49,169,143,lv08,level\raw\lv08\sanzhan_plot_20260317_184930_0008__s000.png,food,resource_type\raw\food\sanzhan_plot_20260317_184930_0008__s000.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s000.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,1,395,65,546,161,lv06,level\raw\lv06\sanzhan_plot_20260317_184930_0008__s001.png,food,resource_type\raw\food\sanzhan_plot_20260317_184930_0008__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s001.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,2,505,83,654,181,lv06,level\raw\lv06\sanzhan_plot_20260317_184930_0008__s002.png,copper,resource_type\raw\copper\sanzhan_plot_20260317_184930_0008__s002.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s002.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,3,537,147,697,252,lv08,level\raw\lv08\sanzhan_plot_20260317_184930_0008__s003.png,food,resource_type\raw\food\sanzhan_plot_20260317_184930_0008__s003.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s003.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,4,611,106,769,204,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s004.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184930_0008__s004.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s004.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,5,676,69,835,166,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s005.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184930_0008__s005.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s005.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,6,737,28,898,122,lv06,level\raw\lv06\sanzhan_plot_20260317_184930_0008__s006.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184930_0008__s006.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s006.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,7,881,210,1052,320,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s007.png,food,resource_type\raw\food\sanzhan_plot_20260317_184930_0008__s007.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s007.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,8,866,332,1047,456,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s008.png,food,resource_type\raw\food\sanzhan_plot_20260317_184930_0008__s008.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s008.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,9,794,389,981,509,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s009.png,food,resource_type\raw\food\sanzhan_plot_20260317_184930_0008__s009.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s009.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,10,182,255,352,378,lv10,level\raw\lv10\sanzhan_plot_20260317_184930_0008__s010.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184930_0008__s010.png,ally,relation\raw\ally\sanzhan_plot_20260317_184930_0008__s010.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,11,36,109,188,196,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s011.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184930_0008__s011.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s011.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,12,206,85,377,186,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s012.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184930_0008__s012.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s012.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,13,348,164,515,274,lv04,level\raw\lv04\sanzhan_plot_20260317_184930_0008__s013.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184930_0008__s013.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s013.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,14,618,281,801,401,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s014.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184930_0008__s014.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s014.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,15,669,359,848,486,lv04,level\raw\lv04\sanzhan_plot_20260317_184930_0008__s015.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184930_0008__s015.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s015.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,16,379,232,556,349,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s016.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184930_0008__s016.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s016.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,17,295,276,469,401,lv04,level\raw\lv04\sanzhan_plot_20260317_184930_0008__s017.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184930_0008__s017.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s017.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,18,107,381,304,509,lv05,level\raw\lv05\sanzhan_plot_20260317_184930_0008__s018.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184930_0008__s018.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s018.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,19,0,280,150,403,lv04,level\raw\lv04\sanzhan_plot_20260317_184930_0008__s019.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184930_0008__s019.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s019.png
sanzhan_plot_20260317_184930_0008.png,sanzhan_plot_20260317_184930_0008.json,20,141,120,302,223,lv04,level\raw\lv04\sanzhan_plot_20260317_184930_0008__s020.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184930_0008__s020.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184930_0008__s020.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,0,613,0,758,62,lv07,level\raw\lv07\sanzhan_plot_20260317_184931_0009__s000.png,food,resource_type\raw\food\sanzhan_plot_20260317_184931_0009__s000.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s000.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,1,718,0,864,82,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s001.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184931_0009__s001.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s001.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,2,650,35,802,124,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s002.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184931_0009__s002.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s002.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,3,476,51,629,148,lv06,level\raw\lv06\sanzhan_plot_20260317_184931_0009__s003.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184931_0009__s003.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s003.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,4,401,88,559,189,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s004.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184931_0009__s004.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s004.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,5,689,92,847,189,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s005.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184931_0009__s005.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s005.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,6,619,134,787,233,lv09,level\raw\lv09\sanzhan_plot_20260317_184931_0009__s006.png,food,resource_type\raw\food\sanzhan_plot_20260317_184931_0009__s006.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s006.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,7,357,200,522,304,lv07,level\raw\lv07\sanzhan_plot_20260317_184931_0009__s007.png,food,resource_type\raw\food\sanzhan_plot_20260317_184931_0009__s007.png,self,relation\raw\self\sanzhan_plot_20260317_184931_0009__s007.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,8,271,244,442,359,lv08,level\raw\lv08\sanzhan_plot_20260317_184931_0009__s008.png,food,resource_type\raw\food\sanzhan_plot_20260317_184931_0009__s008.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s008.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,9,182,289,361,412,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s009.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184931_0009__s009.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s009.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,10,68,266,241,381,lv06,level\raw\lv06\sanzhan_plot_20260317_184931_0009__s010.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184931_0009__s010.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s010.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,11,703,269,876,381,lv06,level\raw\lv06\sanzhan_plot_20260317_184931_0009__s011.png,food,resource_type\raw\food\sanzhan_plot_20260317_184931_0009__s011.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s011.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,12,832,288,1004,409,lv06,level\raw\lv06\sanzhan_plot_20260317_184931_0009__s012.png,copper,resource_type\raw\copper\sanzhan_plot_20260317_184931_0009__s012.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s012.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,13,885,366,1071,492,lv08,level\raw\lv08\sanzhan_plot_20260317_184931_0009__s013.png,food,resource_type\raw\food\sanzhan_plot_20260317_184931_0009__s013.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s013.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,14,960,313,1079,442,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s014.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184931_0009__s014.png,ally,relation\raw\ally\sanzhan_plot_20260317_184931_0009__s014.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,15,296,72,447,165,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s015.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184931_0009__s015.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184931_0009__s015.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,16,336,127,493,233,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s016.png,stone,resource_type\raw\stone\sanzhan_plot_20260317_184931_0009__s016.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184931_0009__s016.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,17,464,215,638,329,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s017.png,iron,resource_type\raw\iron\sanzhan_plot_20260317_184931_0009__s017.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184931_0009__s017.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,18,586,243,760,356,lv04,level\raw\lv04\sanzhan_plot_20260317_184931_0009__s018.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184931_0009__s018.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184931_0009__s018.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,19,503,293,687,409,lv05,level\raw\lv05\sanzhan_plot_20260317_184931_0009__s019.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184931_0009__s019.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184931_0009__s019.png
sanzhan_plot_20260317_184931_0009.png,sanzhan_plot_20260317_184931_0009.json,20,421,335,595,468,lv04,level\raw\lv04\sanzhan_plot_20260317_184931_0009__s020.png,wood,resource_type\raw\wood\sanzhan_plot_20260317_184931_0009__s020.png,neutral,relation\raw\neutral\sanzhan_plot_20260317_184931_0009__s020.png
